0,1,3
0,2,3
0,3,5
0,4,5
0,5,7
0,6,13
0,7,19
0,8,20
0,9,24
0,10,25
0,11,26
0,12,29
0,13,32
0,14,37
0,15,37
0,16,39
0,17,42
0,18,43
0,19,43
0,20,44
0,21,47
0,22,47
0,23,54
0,24,54
0,25,59
0,26,60
0,27,62
0,28,66
0,29,66
0,30,67
0,31,69
0,32,71
0,33,71
0,34,74
0,35,75
0,36,78
0,37,80
0,38,82
0,39,83
0,40,85
0,41,85
0,42,89
0,43,90
0,44,92
0,45,93
0,46,93
0,47,93
0,48,93
0,49,93
0,50,95
0,51,95
0,52,98
0,53,103
0,54,112
0,55,113
0,56,120
0,57,120
0,58,121
0,59,121
0,60,121
0,61,121
0,62,121
0,63,121
0,64,124
0,65,125
0,66,130
0,67,133
0,68,137
0,69,144
0,70,149
0,71,149
0,72,149
0,73,149
0,74,149
0,75,149
0,76,149
0,77,149
0,78,151
0,79,153
0,80,156
0,81,156
0,82,158
0,83,159
0,84,160
0,85,160
0,86,160
0,87,160
0,88,160
0,89,160
0,90,160
0,91,160
0,92,160
0,93,160
0,94,160
0,95,160
0,96,160
0,97,160
0,98,160
0,99,160
0,100,160
0,101,160
0,102,160
0,103,160
0,104,160
0,105,160
0,106,160
0,107,160
0,108,160
0,109,160
0,110,160
0,111,160
0,112,160
0,113,160
0,114,160
0,115,160
0,116,160
0,117,160
0,118,160
0,119,160
0,120,160
0,121,160
0,122,160
0,123,160
0,124,160
0,125,160
0,126,160
0,127,160
0,128,160
0,129,160
0,130,160
0,131,160
0,132,160
0,133,160
0,134,160
0,135,160
0,136,160
0,137,160
0,138,160
0,139,160
0,140,160
0,141,160
0,142,160
0,143,160
0,144,160
0,145,160
0,146,160
0,147,160
0,148,160
0,149,160
0,150,160
0,151,160
0,152,160
0,153,160
0,154,160
0,155,160
0,156,160
0,157,160
0,158,160
0,159,160
0,160,160
0,161,160
0,162,160
0,163,160
0,164,160
0,165,160
0,166,160
0,167,160
0,168,160
0,169,160
0,170,160
0,171,160
0,172,160
0,173,160
0,174,160
0,175,160
0,176,160
0,177,160
0,178,160
0,179,160
0,180,160
0,181,160
0,182,160
0,183,160
0,184,160
0,185,160
0,186,160
0,187,160
0,188,160
0,189,160
0,190,160
0,191,160
0,192,160
0,193,160
0,194,160
0,195,160
0,196,160
0,197,160
0,198,160
0,199,160
0,200,160
1,1,3
1,2,4
1,3,7
1,4,8
1,5,10
1,6,12
1,7,17
1,8,17
1,9,18
1,10,18
1,11,21
1,12,25
1,13,31
1,14,32
1,15,33
1,16,35
1,17,37
1,18,38
1,19,38
1,20,38
1,21,39
1,22,43
1,23,47
1,24,51
1,25,57
1,26,60
1,27,62
1,28,64
1,29,65
1,30,65
1,31,65
1,32,65
1,33,65
1,34,65
1,35,65
1,36,71
1,37,71
1,38,73
1,39,76
1,40,77
1,41,78
1,42,81
1,43,81
1,44,81
1,45,81
1,46,81
1,47,81
1,48,81
1,49,81
1,50,81
1,51,83
1,52,83
1,53,83
1,54,83
1,55,84
1,56,84
1,57,84
1,58,84
1,59,84
1,60,84
1,61,84
1,62,84
1,63,84
1,64,84
1,65,84
1,66,84
1,67,84
1,68,84
1,69,84
1,70,84
1,71,84
1,72,84
1,73,84
1,74,84
1,75,84
1,76,84
1,77,84
1,78,84
1,79,84
1,80,84
1,81,84
1,82,84
1,83,84
1,84,84
1,85,84
1,86,84
1,87,84
1,88,84
1,89,84
1,90,84
1,91,84
1,92,84
1,93,84
1,94,84
1,95,84
1,96,84
1,97,84
1,98,84
1,99,84
1,100,84
1,101,84
1,102,84
1,103,84
1,104,84
1,105,84
1,106,84
1,107,84
1,108,84
1,109,84
1,110,84
1,111,84
1,112,84
1,113,84
1,114,84
1,115,84
1,116,84
1,117,84
1,118,84
1,119,84
1,120,84
1,121,84
1,122,84
1,123,84
1,124,84
1,125,84
1,126,84
1,127,84
1,128,84
1,129,84
1,130,84
1,131,84
1,132,84
1,133,84
1,134,84
1,135,84
1,136,84
1,137,84
1,138,84
1,139,84
1,140,84
1,141,84
1,142,84
1,143,84
1,144,84
1,145,84
1,146,84
1,147,84
1,148,84
1,149,84
1,150,84
1,151,84
1,152,84
1,153,84
1,154,84
1,155,84
1,156,84
1,157,84
1,158,84
1,159,84
1,160,84
1,161,84
1,162,84
1,163,84
1,164,84
1,165,84
1,166,84
1,167,84
1,168,84
1,169,84
1,170,84
1,171,84
1,172,84
1,173,84
1,174,84
1,175,84
1,176,84
1,177,84
1,178,84
1,179,84
1,180,84
1,181,84
1,182,84
1,183,84
1,184,84
1,185,84
1,186,84
1,187,84
1,188,84
1,189,84
1,190,84
1,191,84
1,192,84
1,193,84
1,194,84
1,195,84
1,196,84
1,197,84
1,198,84
1,199,84
1,200,84
2,1,2
2,2,2
2,3,4
2,4,7
2,5,9
2,6,12
2,7,13
2,8,14
2,9,14
2,10,16
2,11,16
2,12,16
2,13,16
2,14,19
2,15,22
2,16,24
2,17,26
2,18,36
2,19,44
2,20,47
2,21,53
2,22,53
2,23,56
2,24,56
2,25,57
2,26,59
2,27,60
2,28,61
2,29,62
2,30,68
2,31,71
2,32,76
2,33,79
2,34,81
2,35,84
2,36,87
2,37,89
2,38,93
2,39,97
2,40,101
2,41,103
2,42,107
2,43,109
2,44,114
2,45,119
2,46,127
2,47,132
2,48,139
2,49,152
2,50,156
2,51,156
